State_Name,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Code,Item
Maryland,8198,7797,7426,7441,7543,7430,8044,7667,1,Medicaid/Personal Health Care ($)
Massachusetts,11941,10293,9697,9582,8870,9519,9773,9616,1,Medicaid/Personal Health Care ($)
Michigan,5549,5525,5852,6117,5810,5865,6063,6087,1,Medicaid/Personal Health Care ($)
Minnesota,9747,8983,9088,9544,8967,8057,8184,9189,1,Medicaid/Personal Health Care ($)
Mississippi,6430,6404,6514,6663,6579,6184,6406,6305,1,Medicaid/Personal Health Care ($)
Missouri,8442,8317,9015,9271,9250,8567,8094,8153,1,Medicaid/Personal Health Care ($)
Montana,9545,7623,8693,8627,9201,8737,6881,7305,1,Medicaid/Personal Health Care ($)
Nebraska,8086,7721,8070,7661,7825,8105,8068,8297,1,Medicaid/Personal Health Care ($)
Nevada,5229,4855,5599,5043,5373,5766,5556,5823,1,Medicaid/Personal Health Care ($)
New Hampshire,9549,8111,8232,8699,8952,8202,8917,9395,1,Medicaid/Personal Health Care ($)
New Jersey,10304,10068,9353,9421,7914,7449,7563,7659,1,Medicaid/Personal Health Care ($)
New Mexico,5884,5441,5333,5315,5326,5302,4821,4698,1,Medicaid/Personal Health Care ($)
New York,10108,10275,9800,9506,9910,9439,9754,11070,1,Medicaid/Personal Health Care ($)
North Carolina,6525,6727,6661,6748,6840,6678,5815,6414,1,Medicaid/Personal Health Care ($)
North Dakota,10456,10561,11325,11906,12266,12412,12192,12272,1,Medicaid/Personal Health Care ($)
Ohio,7190,7190,6747,7103,6877,6555,6533,6791,1,Medicaid/Personal Health Care ($)
Oklahoma,5841,5767,6228,6170,6425,6464,6624,6680,1,Medicaid/Personal Health Care ($)
Oregon,7128,6693,6651,7513,7057,6713,6866,7421,1,Medicaid/Personal Health Care ($)
Pennsylvania,8445,8502,8545,8778,9193,8253,8537,8016,1,Medicaid/Personal Health Care ($)
Rhode Island,10660,10878,10697,10781,10754,9886,9179,9068,1,Medicaid/Personal Health Care ($)
South Carolina,6264,5476,5125,4875,5396,5375,5205,5035,1,Medicaid/Personal Health Care ($)
South Dakota,7004,6484,6654,6945,6915,6874,7029,7629,1,Medicaid/Personal Health Care ($)
Tennessee,5721,5406,5799,6032,5590,5380,4785,4969,1,Medicaid/Personal Health Care ($)
Texas,6638,6559,6207,6568,7124,7333,7438,7155,1,Medicaid/Personal Health Care ($)
Utah,6340,6261,6484,6945,6377,6133,6708,7216,1,Medicaid/Personal Health Care ($)
Vermont,7532,7444,7994,8765,8729,8476,8103,8436,1,Medicaid/Personal Health Care ($)
Virginia,7134,7331,6978,7259,7226,7311,7199,7545,1,Medicaid/Personal Health Care ($)
Washington,5855,5855,6141,6185,5744,5545,5719,5746,1,Medicaid/Personal Health Care ($)
West Virginia,6890,7052,7675,7827,6439,6028,5583,6189,1,Medicaid/Personal Health Care ($)
Wisconsin,5926,5704,6134,6486,6919,6984,6929,7180,1,Medicaid/Personal Health Care ($)
Wyoming,7453,7450,7784,8026,7546,8060,8477,9097,1,Medicaid/Personal Health Care ($)
Alabama,2481,1834,2229,2026,2114,2051,1837,2160,2,Medicaid/Hospital Care ($)
Alaska,3413,4004,4094,3669,3810,3964,4295,3890,2,Medicaid/Hospital Care ($)
Arizona,2635,2624,2357,2455,2511,2322,2254,2466,2,Medicaid/Hospital Care ($)
Arkansas,2208,2108,2176,2194,1904,1688,1976,1997,2,Medicaid/Hospital Care ($)
California,1864,1990,2139,2398,2043,2767,2908,2414,2,Medicaid/Hospital Care ($)
Colorado,3033,3020,3238,3422,2875,2956,2645,2714,2,Medicaid/Hospital Care ($)
Connecticut,2195,2396,3224,2831,2544,2306,2224,2328,2,Medicaid/Hospital Care ($)
Delaware,2038,2109,2481,2282,2492,2395,2444,2869,2,Medicaid/Hospital Care ($)
District of Columbia,3892,3747,3533,3377,3163,3099,3222,3219,2,Medicaid/Hospital Care ($)
Florida,2366,2210,2072,2049,2190,1783,1716,1785,2,Medicaid/Hospital Care ($)
Georgia,2167,2292,2069,2289,2122,2037,1958,2023,2,Medicaid/Hospital Care ($)
Hawaii,2285,2494,1975,2452,2660,2499,2474,2461,2,Medicaid/Hospital Care ($)
Idaho,2136,2070,2317,2570,2410,2041,1956,2131,2,Medicaid/Hospital Care ($)
Illinois,3118,2333,2160,2794,2273,2432,2217,2461,2,Medicaid/Hospital Care ($)
Indiana,1874,1645,3088,2049,2803,2145,1990,2169,2,Medicaid/Hospital Care ($)
Iowa,2178,2302,2400,2234,2219,2226,2189,2077,2,Medicaid/Hospital Care ($)
Kansas,2571,2826,2695,2237,2107,2336,2306,2406,2,Medicaid/Hospital Care ($)
Kentucky,2578,2599,2099,2128,2638,2635,2272,2345,2,Medicaid/Hospital Care ($)
Louisiana,2490,2443,2351,2864,2579,2596,2563,2762,2,Medicaid/Hospital Care ($)
Maine,1663,2311,2242,2884,2244,2425,2363,2780,2,Medicaid/Hospital Care ($)
Maryland,3337,3065,2895,2900,3245,2911,3317,3048,2,Medicaid/Hospital Care ($)
Massachusetts,4478,3731,3636,3094,3060,3280,3440,3323,2,Medicaid/Hospital Care ($)
Michigan,2553,2404,2465,2415,2319,2407,2538,2441,2,Medicaid/Hospital Care ($)
Minnesota,3003,2651,2827,2950,2809,2418,2400,2684,2,Medicaid/Hospital Care ($)
Mississippi,3144,3075,3163,3390,3323,3105,3097,2937,2,Medicaid/Hospital Care ($)
Missouri,4258,4070,4430,4414,4302,3956,3686,3604,2,Medicaid/Hospital Care ($)
Montana,4260,2659,3427,3401,3609,3288,2813,3254,2,Medicaid/Hospital Care ($)
Nebraska,2802,2534,2774,2584,2817,2797,2722,3005,2,Medicaid/Hospital Care ($)
Nevada,2100,1929,2665,2172,2135,2151,2065,2081,2,Medicaid/Hospital Care ($)
New Hampshire,3102,1814,1881,2035,2140,2048,3083,3224,2,Medicaid/Hospital Care ($)
New Jersey,3777,3636,3756,3679,3052,3057,3098,3099,2,Medicaid/Hospital Care ($)
New Mexico,3086,2748,2443,2205,2542,2642,2388,2346,2,Medicaid/Hospital Care ($)
New York,3676,3679,3500,3407,3449,3135,3055,3820,2,Medicaid/Hospital Care ($)
North Carolina,2148,2522,2618,2952,2743,2771,2305,2743,2,Medicaid/Hospital Care ($)
North Dakota,3573,3486,4045,4231,4652,4716,4637,4880,2,Medicaid/Hospital Care ($)
Ohio,2659,2625,2400,2541,2305,2081,2039,2185,2,Medicaid/Hospital Care ($)
Oklahoma,2156,2110,2617,2452,2623,2653,2768,2742,2,Medicaid/Hospital Care ($)
Oregon,2363,2159,2463,2334,2553,2566,2544,2766,2,Medicaid/Hospital Care ($)
Pennsylvania,2878,3168,3043,3237,3538,3299,3580,2966,2,Medicaid/Hospital Care ($)
Rhode Island,4244,4555,4044,4111,4753,4207,4106,4192,2,Medicaid/Hospital Care ($)
South Carolina,2653,2262,2008,1972,2202,2147,2046,2022,2,Medicaid/Hospital Care ($)
South Dakota,2581,2220,2324,2457,2428,2445,2640,2880,2,Medicaid/Hospital Care ($)
Tennessee,2512,2311,2528,2594,2270,2251,1976,1942,2,Medicaid/Hospital Care ($)
Texas,2763,2646,2527,2675,2931,2890,2915,2725,2,Medicaid/Hospital Care ($)
Utah,2701,2755,2988,2833,2515,2271,2438,2569,2,Medicaid/Hospital Care ($)
Vermont,2211,2194,2355,2634,2605,2508,2414,2517,2,Medicaid/Hospital Care ($)
Virginia,2499,2543,2350,2281,2036,2126,2032,2319,2,Medicaid/Hospital Care ($)
Washington,2008,2143,2164,1952,2155,2010,1994,1919,2,Medicaid/Hospital Care ($)
West Virginia,2317,2282,2693,2763,2305,2201,2087,2449,2,Medicaid/Hospital Care ($)
Wisconsin,2059,1887,2137,2148,2185,2240,2468,2442,2,Medicaid/Hospital Care ($)
Wyoming,2515,2410,2456,2634,2485,2626,2636,2983,2,Medicaid/Hospital Care ($)
Alabama,948,659,635,677,723,696,670,723,3,Medicaid/Physician & Clinical Services ($)
Alaska,2474,2842,2809,2646,2816,2687,2766,2527,3,Medicaid/Physician & Clinical Services ($)
Arizona,1289,1265,1092,1136,1272,1204,1136,1207,3,Medicaid/Physician & Clinical Services ($)
Arkansas,890,953,932,900,1028,977,1194,1250,3,Medicaid/Physician & Clinical Services ($)
California,660,651,634,691,761,950,1088,988,3,Medicaid/Physician & Clinical Services ($)
Colorado,874,914,972,1172,1254,1331,1259,1514,3,Medicaid/Physician & Clinical Services ($)
Connecticut,843,916,892,924,899,861,880,865,3,Medicaid/Physician & Clinical Services ($)
Delaware,1063,1078,1243,1230,1226,1358,1385,1371,3,Medicaid/Physician & Clinical Services ($)
District of Columbia,1483,1466,1517,1777,1702,1855,1836,1733,3,Medicaid/Physician & Clinical Services ($)
Florida,791,764,766,756,836,781,776,767,3,Medicaid/Physician & Clinical Services ($)
Georgia,762,756,740,653,918,723,779,770,3,Medicaid/Physician & Clinical Services ($)
Hawaii,1040,952,885,1061,1141,1012,1017,1068,3,Medicaid/Physician & Clinical Services ($)
Idaho,1301,1316,1090,1069,933,930,912,928,3,Medicaid/Physician & Clinical Services ($)
Illinois,561,524,511,610,656,707,692,762,3,Medicaid/Physician & Clinical Services ($)
Indiana,791,809,943,979,1037,971,1077,1068,3,Medicaid/Physician & Clinical Services ($)
Iowa,663,694,716,799,863,993,887,892,3,Medicaid/Physician & Clinical Services ($)
Kansas,706,721,762,960,1124,1133,1110,1185,3,Medicaid/Physician & Clinical Services ($)
Kentucky,1146,1112,1423,1751,1539,1586,1401,1542,3,Medicaid/Physician & Clinical Services ($)
Louisiana,759,734,664,651,777,758,876,997,3,Medicaid/Physician & Clinical Services ($)
Maine,798,994,1351,1293,1224,1277,1214,1158,3,Medicaid/Physician & Clinical Services ($)
Maryland,740,684,700,764,812,838,968,958,3,Medicaid/Physician & Clinical Services ($)
Massachusetts,1184,1092,969,1071,1088,991,972,1088,3,Medicaid/Physician & Clinical Services ($)
Michigan,807,869,925,1045,1109,1165,1240,1258,3,Medicaid/Physician & Clinical Services ($)
Minnesota,886,909,982,1101,1128,988,992,1112,3,Medicaid/Physician & Clinical Services ($)
Mississippi,625,679,718,662,652,608,766,791,3,Medicaid/Physician & Clinical Services ($)
Missouri,681,685,773,804,752,664,612,679,3,Medicaid/Physician & Clinical Services ($)
Montana,713,671,658,731,786,759,747,857,3,Medicaid/Physician & Clinical Services ($)
Nebraska,1024,1103,1129,935,719,737,735,899,3,Medicaid/Physician & Clinical Services ($)
Nevada,613,572,642,637,932,1083,1047,1049,3,Medicaid/Physician & Clinical Services ($)
New Hampshire,1537,1502,845,640,804,938,849,916,3,Medicaid/Physician & Clinical Services ($)
New Jersey,870,871,889,1019,1054,1053,1107,1228,3,Medicaid/Physician & Clinical Services ($)
New Mexico,693,747,923,1054,822,762,674,636,3,Medicaid/Physician & Clinical Services ($)
New York,661,688,762,886,1245,1221,1147,1294,3,Medicaid/Physician & Clinical Services ($)
North Carolina,884,968,1040,1153,1253,1177,1018,1141,3,Medicaid/Physician & Clinical Services ($)
North Dakota,957,934,975,981,1248,1497,1548,1510,3,Medicaid/Physician & Clinical Services ($)
Ohio,540,631,542,656,851,859,839,887,3,Medicaid/Physician & Clinical Services ($)
Oklahoma,1215,1301,1334,1365,1357,1294,1282,1334,3,Medicaid/Physician & Clinical Services ($)
Oregon,898,937,776,878,852,801,806,883,3,Medicaid/Physician & Clinical Services ($)
Pennsylvania,957,849,869,877,756,724,781,644,3,Medicaid/Physician & Clinical Services ($)
Rhode Island,572,544,598,572,904,846,871,911,3,Medicaid/Physician & Clinical Services ($)
South Carolina,1190,914,897,844,926,933,830,746,3,Medicaid/Physician & Clinical Services ($)
South Dakota,1338,1296,1394,1502,1484,1371,1363,1390,3,Medicaid/Physician & Clinical Services ($)
Tennessee,1137,1201,1305,1440,1293,1199,1100,1147,3,Medicaid/Physician & Clinical Services ($)
Texas,663,724,684,731,925,918,928,837,3,Medicaid/Physician & Clinical Services ($)
Utah,1023,882,880,1289,1194,1080,1154,1211,3,Medicaid/Physician & Clinical Services ($)
Vermont,1143,1135,1219,1363,1349,1300,1253,1304,3,Medicaid/Physician & Clinical Services ($)
Virginia,763,756,724,811,868,873,856,941,3,Medicaid/Physician & Clinical Services ($)
Washington,913,973,1028,1074,1136,1079,1147,1152,3,Medicaid/Physician & Clinical Services ($)
West Virginia,719,753,743,865,917,861,776,802,3,Medicaid/Physician & Clinical Services ($)
Wisconsin,1125,1111,1140,1100,1369,1419,1382,1418,3,Medicaid/Physician & Clinical Services ($)
Wyoming,1362,1273,1067,1343,1246,1207,1269,1470,3,Medicaid/Physician & Clinical Services ($)
Alabama,63,42,42,55,58,61,70,77,4,Medicaid/Other Professional Services ($)
Alaska,162,169,189,169,191,205,218,195,4,Medicaid/Other Professional Services ($)
Arizona,185,195,147,148,177,179,182,188,4,Medicaid/Other Professional Services ($)
Arkansas,73,79,86,90,96,94,117,118,4,Medicaid/Other Professional Services ($)
California,10,9,8,18,22,36,44,39,4,Medicaid/Other Professional Services ($)
Connecticut,308,187,147,151,166,204,198,200,4,Medicaid/Other Professional Services ($)
Delaware,56,61,64,69,68,76,86,98,4,Medicaid/Other Professional Services ($)
District of Columbia,30,26,25,24,23,25,27,29,4,Medicaid/Other Professional Services ($)
Florida,42,55,45,52,49,58,68,67,4,Medicaid/Other Professional Services ($)
Georgia,55,53,54,53,51,48,56,55,4,Medicaid/Other Professional Services ($)
Hawaii,135,112,89,89,100,99,100,102,4,Medicaid/Other Professional Services ($)
Idaho,191,102,55,51,92,101,104,103,4,Medicaid/Other Professional Services ($)
Illinois,81,59,55,58,67,71,77,88,4,Medicaid/Other Professional Services ($)
Indiana,64,62,93,70,90,132,143,145,4,Medicaid/Other Professional Services ($)
Iowa,183,215,151,72,91,102,129,141,4,Medicaid/Other Professional Services ($)
Kansas,27,27,34,30,39,40,37,38,4,Medicaid/Other Professional Services ($)
Kentucky,72,57,18,20,38,40,39,43,4,Medicaid/Other Professional Services ($)
Maine,161,176,199,196,185,205,221,231,4,Medicaid/Other Professional Services ($)
Maryland,127,142,81,87,84,88,95,101,4,Medicaid/Other Professional Services ($)
Massachusetts,50,50,29,27,31,33,36,38,4,Medicaid/Other Professional Services ($)
Michigan,34,35,32,40,44,46,50,50,4,Medicaid/Other Professional Services ($)
Minnesota,454,493,448,448,429,393,315,329,4,Medicaid/Other Professional Services ($)
Mississippi,45,60,66,70,79,88,112,104,4,Medicaid/Other Professional Services ($)
Missouri,24,43,46,51,53,50,50,50,4,Medicaid/Other Professional Services ($)
Montana,187,180,184,187,207,212,204,234,4,Medicaid/Other Professional Services ($)
Nebraska,47,95,89,69,72,77,79,86,4,Medicaid/Other Professional Services ($)
Nevada,136,147,135,113,136,162,170,172,4,Medicaid/Other Professional Services ($)
New Hampshire,108,104,73,148,165,180,198,204,4,Medicaid/Other Professional Services ($)
New Jersey,88,72,33,29,23,24,27,29,4,Medicaid/Other Professional Services ($)
New Mexico,251,219,235,261,248,247,232,219,4,Medicaid/Other Professional Services ($)
New York,62,78,82,88,92,85,88,112,4,Medicaid/Other Professional Services ($)
North Carolina,47,45,42,65,82,70,78,104,4,Medicaid/Other Professional Services ($)
North Dakota,91,95,110,142,204,253,333,297,4,Medicaid/Other Professional Services ($)
Ohio,129,92,67,77,90,92,93,96,4,Medicaid/Other Professional Services ($)
Oklahoma,49,49,50,57,61,58,53,48,4,Medicaid/Other Professional Services ($)
Oregon,121,133,152,180,297,256,266,275,4,Medicaid/Other Professional Services ($)
Pennsylvania,128,86,100,120,124,123,138,116,4,Medicaid/Other Professional Services ($)
Rhode Island,19,21,20,20,29,29,31,32,4,Medicaid/Other Professional Services ($)
South Carolina,83,75,76,80,98,96,96,98,4,Medicaid/Other Professional Services ($)
South Dakota,22,21,20,21,22,23,24,25,4,Medicaid/Other Professional Services ($)
Tennessee,29,29,31,32,31,30,26,28,4,Medicaid/Other Professional Services ($)
Texas,311,287,277,261,249,272,245,196,4,Medicaid/Other Professional Services ($)
Utah,32,31,31,38,48,44,51,50,4,Medicaid/Other Professional Services ($)
Vermont,232,230,247,278,275,265,261,266,4,Medicaid/Other Professional Services ($)
Virginia,70,79,89,124,120,122,129,134,4,Medicaid/Other Professional Services ($)
Washington,43,45,88,70,63,60,60,53,4,Medicaid/Other Professional Services ($)
West Virginia,61,63,69,74,78,81,76,77,4,Medicaid/Other Professional Services ($)
Wisconsin,237,73,150,150,144,153,142,145,4,Medicaid/Other Professional Services ($)
Wyoming,104,136,457,245,259,379,429,374,4,Medicaid/Other Professional Services ($)
Alabama,118,93,91,88,85,84,78,74,5,Medicaid/Dental Services ($)
Alaska,460,496,567,544,595,577,591,513,5,Medicaid/Dental Services ($)
Arizona,195,195,148,149,176,178,178,188,5,Medicaid/Dental Services ($)
Arkansas,116,124,134,128,142,139,165,174,5,Medicaid/Dental Services ($)
California,119,115,114,109,96,148,168,157,5,Medicaid/Dental Services ($)
Colorado,211,213,203,237,236,244,233,279,5,Medicaid/Dental Services ($)
Connecticut,227,232,219,211,197,198,179,158,5,Medicaid/Dental Services ($)
Delaware,177,177,180,183,186,194,210,213,5,Medicaid/Dental Services ($)
District of Columbia,154,163,187,257,159,152,152,150,5,Medicaid/Dental Services ($)
Florida,74,81,110,106,82,71,70,70,5,Medicaid/Dental Services ($)
Georgia,113,108,109,105,107,101,110,108,5,Medicaid/Dental Services ($)
Hawaii,290,273,276,245,227,227,217,200,5,Medicaid/Dental Services ($)
Idaho,143,181,118,218,178,191,202,189,5,Medicaid/Dental Services ($)
Illinois,77,67,75,71,81,82,82,91,5,Medicaid/Dental Services ($)
Indiana,234,218,243,230,241,233,217,184,5,Medicaid/Dental Services ($)
Iowa,151,147,149,152,147,148,178,198,5,Medicaid/Dental Services ($)
Kansas,182,199,212,255,154,162,164,176,5,Medicaid/Dental Services ($)
Kentucky,135,121,139,97,133,140,130,141,5,Medicaid/Dental Services ($)
Louisiana,114,110,128,130,156,188,180,214,5,Medicaid/Dental Services ($)
Maine,92,98,108,102,92,94,94,86,5,Medicaid/Dental Services ($)
Maryland,130,140,127,131,113,116,111,113,5,Medicaid/Dental Services ($)
Massachusetts,382,327,243,274,262,278,312,312,5,Medicaid/Dental Services ($)
Michigan,121,148,146,165,180,185,174,178,5,Medicaid/Dental Services ($)
Minnesota,133,129,124,145,177,158,151,168,5,Medicaid/Dental Services ($)
Mississippi,14,27,26,37,41,61,89,82,5,Medicaid/Dental Services ($)
Missouri,92,89,91,92,84,82,88,106,5,Medicaid/Dental Services ($)
Montana,201,196,207,222,256,257,241,256,5,Medicaid/Dental Services ($)
Nebraska,200,222,252,309,338,365,372,334,5,Medicaid/Dental Services ($)
Nevada,118,114,129,125,148,173,164,172,5,Medicaid/Dental Services ($)
New Hampshire,164,158,149,147,378,414,461,483,5,Medicaid/Dental Services ($)
New Jersey,75,89,100,101,140,156,173,206,5,Medicaid/Dental Services ($)
New Mexico,120,136,151,164,152,153,142,132,5,Medicaid/Dental Services ($)
New York,113,111,114,107,123,115,120,123,5,Medicaid/Dental Services ($)
North Carolina,215,214,213,254,253,245,217,241,5,Medicaid/Dental Services ($)
North Dakota,153,164,166,162,155,133,153,149,5,Medicaid/Dental Services ($)
Ohio,83,95,115,122,142,150,153,165,5,Medicaid/Dental Services ($)
Oklahoma,195,178,170,163,151,139,130,137,5,Medicaid/Dental Services ($)
Oregon,119,121,127,140,152,159,162,168,5,Medicaid/Dental Services ($)
Pennsylvania,240,164,152,103,129,130,142,119,5,Medicaid/Dental Services ($)
Rhode Island,194,189,158,143,215,207,205,208,5,Medicaid/Dental Services ($)
South Carolina,208,183,177,172,229,246,250,251,5,Medicaid/Dental Services ($)
South Dakota,138,140,135,131,147,169,166,185,5,Medicaid/Dental Services ($)
Tennessee,132,135,128,120,172,175,154,174,5,Medicaid/Dental Services ($)
Texas,346,351,273,282,231,230,227,242,5,Medicaid/Dental Services ($)
Utah,193,194,202,323,197,264,309,331,5,Medicaid/Dental Services ($)
Vermont,205,204,220,246,243,234,227,237,5,Medicaid/Dental Services ($)
Virginia,151,154,148,145,133,146,147,143,5,Medicaid/Dental Services ($)
Washington,252,186,207,230,240,238,246,249,5,Medicaid/Dental Services ($)
West Virginia,219,207,201,222,88,73,75,84,5,Medicaid/Dental Services ($)
Wisconsin,148,111,131,128,125,132,123,133,5,Medicaid/Dental Services ($)
Wyoming,184,182,197,199,195,215,241,194,5,Medicaid/Dental Services ($)
Alabama,156,112,120,119,113,126,136,137,6,Medicaid/Home Health Care ($)
Alaska,300,449,545,568,565,535,364,282,6,Medicaid/Home Health Care ($)
Arizona,59,60,46,46,53,51,51,53,6,Medicaid/Home Health Care ($)
Arkansas,197,228,252,249,276,282,329,334,6,Medicaid/Home Health Care ($)
California,631,652,593,583,466,525,565,592,6,Medicaid/Home Health Care ($)
Colorado,444,454,448,499,598,573,588,589,6,Medicaid/Home Health Care ($)
Connecticut,617,641,443,400,355,396,339,293,6,Medicaid/Home Health Care ($)
Delaware,378,396,410,442,442,411,440,491,6,Medicaid/Home Health Care ($)
District of Columbia,1087,1173,1069,1115,1077,1089,1109,1004,6,Medicaid/Home Health Care ($)
Florida,239,233,241,232,191,165,178,186,6,Medicaid/Home Health Care ($)
Georgia,215,204,174,134,135,135,144,149,6,Medicaid/Home Health Care ($)
Hawaii,46,43,45,45,49,47,49,51,6,Medicaid/Home Health Care ($)
Idaho,150,156,522,367,330,305,262,273,6,Medicaid/Home Health Care ($)
Illinois,54,27,54,60,73,117,127,154,6,Medicaid/Home Health Care ($)
Indiana,256,315,353,363,404,378,429,444,6,Medicaid/Home Health Care ($)
Iowa,207,201,249,301,298,293,259,242,6,Medicaid/Home Health Care ($)
Kansas,211,168,162,172,192,201,204,220,6,Medicaid/Home Health Care ($)
Kentucky,176,167,247,273,220,230,165,176,6,Medicaid/Home Health Care ($)
Louisiana,288,246,312,371,430,415,441,487,6,Medicaid/Home Health Care ($)
Maine,165,243,258,274,297,297,303,347,6,Medicaid/Home Health Care ($)
Maryland,275,333,317,329,338,312,339,336,6,Medicaid/Home Health Care ($)
Massachusetts,1346,1289,1238,1415,1273,1471,1496,1531,6,Medicaid/Home Health Care ($)
Michigan,535,480,450,543,553,560,571,601,6,Medicaid/Home Health Care ($)
Minnesota,1125,1138,1173,1261,1074,995,1033,1131,6,Medicaid/Home Health Care ($)
Mississippi,58,53,61,67,74,87,123,127,6,Medicaid/Home Health Care ($)
Missouri,519,566,616,678,711,707,723,807,6,Medicaid/Home Health Care ($)
Montana,414,404,409,388,252,160,111,113,6,Medicaid/Home Health Care ($)
Nebraska,145,154,166,200,245,286,287,342,6,Medicaid/Home Health Care ($)
Nevada,439,424,430,421,472,552,509,533,6,Medicaid/Home Health Care ($)
New Hampshire,109,127,161,151,240,255,250,263,6,Medicaid/Home Health Care ($)
New Jersey,703,647,412,454,406,419,364,382,6,Medicaid/Home Health Care ($)
New Mexico,211,213,222,236,260,266,229,198,6,Medicaid/Home Health Care ($)
New York,1152,1182,1249,1117,1019,927,943,914,6,Medicaid/Home Health Care ($)
North Carolina,362,284,327,436,427,418,360,405,6,Medicaid/Home Health Care ($)
North Dakota,120,130,153,184,210,200,249,276,6,Medicaid/Home Health Care ($)
Ohio,413,529,526,519,500,447,451,480,6,Medicaid/Home Health Care ($)
Oklahoma,53,50,46,46,42,43,44,43,6,Medicaid/Home Health Care ($)
Oregon,167,125,253,313,258,228,257,270,6,Medicaid/Home Health Care ($)
Pennsylvania,349,270,301,309,263,263,289,246,6,Medicaid/Home Health Care ($)
Rhode Island,363,406,350,367,442,393,392,402,6,Medicaid/Home Health Care ($)
South Carolina,118,116,115,122,145,142,150,160,6,Medicaid/Home Health Care ($)
South Dakota,94,92,95,90,113,123,132,159,6,Medicaid/Home Health Care ($)
Tennessee,212,43,47,49,47,46,39,43,6,Medicaid/Home Health Care ($)
Texas,575,569,484,475,502,516,537,528,6,Medicaid/Home Health Care ($)
Utah,138,137,152,215,234,224,268,283,6,Medicaid/Home Health Care ($)
Vermont,298,296,318,355,352,340,327,341,6,Medicaid/Home Health Care ($)
Virginia,94,102,95,131,136,143,150,164,6,Medicaid/Home Health Care ($)
Washington,483,497,511,533,461,417,356,340,6,Medicaid/Home Health Care ($)
West Virginia,327,370,416,469,349,352,363,404,6,Medicaid/Home Health Care ($)
Wisconsin,518,511,549,633,630,700,654,736,6,Medicaid/Home Health Care ($)
Wyoming,117,116,112,128,130,166,222,185,6,Medicaid/Home Health Care ($)
Alabama,352,328,298,292,304,283,254,313,7,Medicaid/Prescription Drugs and Other Non-durable Medical Products ($)
Alaska,350,320,266,370,287,274,334,273,7,Medicaid/Prescription Drugs and Other Non-durable Medical Products ($)
Arizona,451,420,345,340,379,370,395,374,7,Medicaid/Prescription Drugs and Other Non-durable Medical Products ($)
Arkansas,301,268,245,277,219,197,181,167,7,Medicaid/Prescription Drugs and Other Non-durable Medical Products ($)
California,227,205,215,193,214,321,359,360,7,Medicaid/Prescription Drugs and Other Non-durable Medical Products ($)
Colorado,295,312,281,314,421,350,344,311,7,Medicaid/Prescription Drugs and Other Non-durable Medical Products ($)
Connecticut,542,437,424,439,597,625,531,412,7,Medicaid/Prescription Drugs and Other Non-durable Medical Products ($)
Delaware,379,420,444,533,511,459,461,515,7,Medicaid/Prescription Drugs and Other Non-durable Medical Products ($)
District of Columbia,463,349,358,466,492,622,648,605,7,Medicaid/Prescription Drugs and Other Non-durable Medical Products ($)
Florida,201,208,260,255,273,313,355,357,7,Medicaid/Prescription Drugs and Other Non-durable Medical Products ($)
Georgia,136,237,247,263,321,306,309,322,7,Medicaid/Prescription Drugs and Other Non-durable Medical Products ($)
