State_Name,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Code,Item
Wisconsin,8106,8477,8889,9231,9789,10263,10670,11323,1,Medicare/Personal Health Care (Millions of Dollars)
Wyoming,676,714,756,786,837,906,954,1004,1,Medicare/Personal Health Care (Millions of Dollars)
Alabama,3410,3483,3665,3809,3937,4011,4163,4272,2,Medicare/Hospital Care (Millions of Dollars)
Alaska,335,366,386,425,451,467,533,574,2,Medicare/Hospital Care (Millions of Dollars)
Arizona,3953,4126,4270,4443,4574,4752,5007,5419,2,Medicare/Hospital Care (Millions of Dollars)
Arkansas,2311,2399,2510,2542,2608,2695,2831,2985,2,Medicare/Hospital Care (Millions of Dollars)
California,22893,23789,24933,26044,26324,28054,29451,30519,2,Medicare/Hospital Care (Millions of Dollars)
Colorado,2415,2507,2660,2766,2928,3036,3248,3512,2,Medicare/Hospital Care (Millions of Dollars)
Connecticut,2752,2855,2966,3157,3263,3311,3409,3556,2,Medicare/Hospital Care (Millions of Dollars)
Delaware,715,750,775,846,905,944,1008,1041,2,Medicare/Hospital Care (Millions of Dollars)
District of Columbia,459,469,485,499,500,525,555,568,2,Medicare/Hospital Care (Millions of Dollars)
Florida,15435,15731,16799,17104,17857,18301,19186,20200,2,Medicare/Hospital Care (Millions of Dollars)
Georgia,5467,5546,5826,6102,6273,6471,6911,7282,2,Medicare/Hospital Care (Millions of Dollars)
Hawaii,716,771,807,804,836,891,934,986,2,Medicare/Hospital Care (Millions of Dollars)
Idaho,848,926,1002,1068,1149,1183,1262,1357,2,Medicare/Hospital Care (Millions of Dollars)
Illinois,9259,9551,9874,10097,10227,10312,10841,11286,2,Medicare/Hospital Care (Millions of Dollars)
Indiana,4636,4832,5106,5300,5466,5598,5840,6080,2,Medicare/Hospital Care (Millions of Dollars)
Iowa,2315,2410,2537,2656,2709,2812,2876,3068,2,Medicare/Hospital Care (Millions of Dollars)
Kansas,2068,2136,2221,2307,2389,2434,2482,2639,2,Medicare/Hospital Care (Millions of Dollars)
Kentucky,3623,3774,3923,3983,4037,4086,4257,4494,2,Medicare/Hospital Care (Millions of Dollars)
Louisiana,3801,3890,3997,4090,4161,4162,4322,4524,2,Medicare/Hospital Care (Millions of Dollars)
Maine,1165,1233,1274,1337,1382,1423,1492,1566,2,Medicare/Hospital Care (Millions of Dollars)
Maryland,4741,5095,5212,5465,5621,5813,5987,6277,2,Medicare/Hospital Care (Millions of Dollars)
Massachusetts,5895,6074,6534,6672,6920,7154,7492,7665,2,Medicare/Hospital Care (Millions of Dollars)
Michigan,8554,8699,9009,9283,9491,9624,9998,10374,2,Medicare/Hospital Care (Millions of Dollars)
Minnesota,3692,3865,4089,4377,4688,5030,5270,5730,2,Medicare/Hospital Care (Millions of Dollars)
Mississippi,2574,2619,2745,2783,2857,2918,3011,3136,2,Medicare/Hospital Care (Millions of Dollars)
Missouri,4667,4763,5014,5168,5380,5516,5740,5976,2,Medicare/Hospital Care (Millions of Dollars)
Montana,705,735,788,856,889,923,976,1069,2,Medicare/Hospital Care (Millions of Dollars)
Nebraska,1364,1386,1452,1522,1556,1636,1695,1792,2,Medicare/Hospital Care (Millions of Dollars)
Nevada,1586,1676,1797,1881,2030,2207,2348,2470,2,Medicare/Hospital Care (Millions of Dollars)
New Hampshire,1003,1096,1162,1240,1276,1342,1431,1505,2,Medicare/Hospital Care (Millions of Dollars)
New Jersey,6915,6973,7141,7311,7664,7991,8436,8479,2,Medicare/Hospital Care (Millions of Dollars)
New Mexico,1170,1203,1274,1329,1405,1444,1559,1640,2,Medicare/Hospital Care (Millions of Dollars)
New York,16427,16563,16960,17133,17253,17525,18155,18776,2,Medicare/Hospital Care (Millions of Dollars)
North Carolina,6626,6867,7191,7465,7605,7841,8166,8588,2,Medicare/Hospital Care (Millions of Dollars)
North Dakota,511,575,619,656,695,721,760,813,2,Medicare/Hospital Care (Millions of Dollars)
Ohio,9158,9387,9621,9980,10114,10161,10748,11190,2,Medicare/Hospital Care (Millions of Dollars)
Oklahoma,2866,2956,3073,3159,3290,3427,3594,3828,2,Medicare/Hospital Care (Millions of Dollars)
Oregon,2283,2396,2524,2698,2838,2983,3186,3433,2,Medicare/Hospital Care (Millions of Dollars)
Pennsylvania,11174,11369,11531,11896,12152,12491,12728,13219,2,Medicare/Hospital Care (Millions of Dollars)
Rhode Island,843,834,860,931,935,971,1021,1005,2,Medicare/Hospital Care (Millions of Dollars)
South Carolina,3430,3531,3684,3828,3966,4138,4375,4608,2,Medicare/Hospital Care (Millions of Dollars)
South Dakota,623,678,723,787,847,899,969,1023,2,Medicare/Hospital Care (Millions of Dollars)
Tennessee,4385,4521,4779,4846,4990,5113,5323,5618,2,Medicare/Hospital Care (Millions of Dollars)
Texas,14808,15455,16295,16752,17448,18072,18881,19610,2,Medicare/Hospital Care (Millions of Dollars)
Utah,948,998,1058,1149,1222,1289,1356,1494,2,Medicare/Hospital Care (Millions of Dollars)
Vermont,561,577,613,640,657,688,728,760,2,Medicare/Hospital Care (Millions of Dollars)
Virginia,4609,4857,5146,5443,5705,5882,6204,6511,2,Medicare/Hospital Care (Millions of Dollars)
Washington,3893,4060,4371,4648,4847,5093,5417,5765,2,Medicare/Hospital Care (Millions of Dollars)
West Virginia,1793,1862,1930,2026,2064,2083,2188,2309,2,Medicare/Hospital Care (Millions of Dollars)
Wisconsin,3997,4118,4326,4524,4682,4839,5034,5313,2,Medicare/Hospital Care (Millions of Dollars)
Wyoming,384,402,427,446,468,516,548,576,2,Medicare/Hospital Care (Millions of Dollars)
Alabama,2153,2235,2332,2402,2525,2673,2754,2983,3,Medicare/Physician & Clinical Services (Millions of Dollars)
Alaska,103,112,121,129,140,150,157,171,3,Medicare/Physician & Clinical Services (Millions of Dollars)
Arizona,2518,2744,2932,3112,3277,3469,3606,3889,3,Medicare/Physician & Clinical Services (Millions of Dollars)
Arkansas,1028,1075,1130,1178,1228,1288,1344,1457,3,Medicare/Physician & Clinical Services (Millions of Dollars)
California,14995,15996,16972,17805,18785,19786,20541,21108,3,Medicare/Physician & Clinical Services (Millions of Dollars)
Colorado,1414,1489,1645,1716,1856,1980,2058,2210,3,Medicare/Physician & Clinical Services (Millions of Dollars)
Connecticut,1437,1492,1528,1557,1603,1630,1668,1759,3,Medicare/Physician & Clinical Services (Millions of Dollars)
Delaware,351,370,397,420,458,481,496,523,3,Medicare/Physician & Clinical Services (Millions of Dollars)
District of Columbia,193,203,212,221,229,235,236,247,3,Medicare/Physician & Clinical Services (Millions of Dollars)
Florida,12271,13122,13651,13909,14390,15600,15779,16474,3,Medicare/Physician & Clinical Services (Millions of Dollars)
Georgia,3110,3357,3630,3763,4001,4208,4457,4904,3,Medicare/Physician & Clinical Services (Millions of Dollars)
Hawaii,476,497,547,580,614,647,680,662,3,Medicare/Physician & Clinical Services (Millions of Dollars)
Idaho,394,411,436,447,482,516,540,574,3,Medicare/Physician & Clinical Services (Millions of Dollars)
Illinois,4201,4390,4622,4746,4965,5213,5399,5765,3,Medicare/Physician & Clinical Services (Millions of Dollars)
Indiana,2151,2251,2329,2413,2514,2623,2740,2954,3,Medicare/Physician & Clinical Services (Millions of Dollars)
Iowa,837,875,917,937,988,1031,1070,1175,3,Medicare/Physician & Clinical Services (Millions of Dollars)
Kansas,875,909,947,963,1005,1031,1071,1156,3,Medicare/Physician & Clinical Services (Millions of Dollars)
Kentucky,1470,1540,1587,1676,1750,1821,1917,2105,3,Medicare/Physician & Clinical Services (Millions of Dollars)
Louisiana,1762,1850,1911,1903,1985,2136,2230,2359,3,Medicare/Physician & Clinical Services (Millions of Dollars)
Maine,375,419,448,476,523,546,579,642,3,Medicare/Physician & Clinical Services (Millions of Dollars)
Maryland,1985,2114,2246,2331,2446,2535,2620,2805,3,Medicare/Physician & Clinical Services (Millions of Dollars)
Massachusetts,2297,2365,2517,2579,2768,2902,2969,3126,3,Medicare/Physician & Clinical Services (Millions of Dollars)
Michigan,4060,4230,4488,4604,4807,4978,5088,5365,3,Medicare/Physician & Clinical Services (Millions of Dollars)
Minnesota,1352,1373,1468,1512,1593,1614,1613,1785,3,Medicare/Physician & Clinical Services (Millions of Dollars)
Mississippi,1084,1121,1173,1194,1244,1292,1339,1453,3,Medicare/Physician & Clinical Services (Millions of Dollars)
Missouri,2149,2239,2384,2464,2521,2616,2735,2980,3,Medicare/Physician & Clinical Services (Millions of Dollars)
Montana,238,247,263,271,288,291,327,373,3,Medicare/Physician & Clinical Services (Millions of Dollars)
Nebraska,503,525,547,558,578,600,619,669,3,Medicare/Physician & Clinical Services (Millions of Dollars)
Nevada,958,1031,1096,1265,1333,1414,1454,1580,3,Medicare/Physician & Clinical Services (Millions of Dollars)
New Hampshire,322,339,359,374,392,407,428,469,3,Medicare/Physician & Clinical Services (Millions of Dollars)
New Jersey,4181,4409,4535,4650,4773,4845,4995,5231,3,Medicare/Physician & Clinical Services (Millions of Dollars)
New Mexico,620,678,717,731,752,794,824,876,3,Medicare/Physician & Clinical Services (Millions of Dollars)
New York,8754,9302,9527,9682,9983,10177,10364,10712,3,Medicare/Physician & Clinical Services (Millions of Dollars)
North Carolina,3497,3700,3906,4069,4280,4506,4709,5031,3,Medicare/Physician & Clinical Services (Millions of Dollars)
North Dakota,141,147,152,152,158,163,164,178,3,Medicare/Physician & Clinical Services (Millions of Dollars)
Ohio,4530,4727,4800,4990,5271,5516,5571,6047,3,Medicare/Physician & Clinical Services (Millions of Dollars)
Oklahoma,1223,1243,1273,1291,1363,1422,1509,1609,3,Medicare/Physician & Clinical Services (Millions of Dollars)
Oregon,1390,1480,1568,1601,1728,1841,1943,2063,3,Medicare/Physician & Clinical Services (Millions of Dollars)
Pennsylvania,5776,5972,6260,6442,6742,6947,7304,7709,3,Medicare/Physician & Clinical Services (Millions of Dollars)
Rhode Island,412,423,443,435,497,473,476,530,3,Medicare/Physician & Clinical Services (Millions of Dollars)
South Carolina,1832,1960,2095,2207,2305,2416,2524,2754,3,Medicare/Physician & Clinical Services (Millions of Dollars)
South Dakota,196,209,214,208,213,218,219,231,3,Medicare/Physician & Clinical Services (Millions of Dollars)
Tennessee,2570,2707,2806,2926,3141,3318,3469,3813,3,Medicare/Physician & Clinical Services (Millions of Dollars)
Texas,8361,8853,9387,9784,10335,11013,11514,12324,3,Medicare/Physician & Clinical Services (Millions of Dollars)
Utah,597,641,682,702,735,774,803,902,3,Medicare/Physician & Clinical Services (Millions of Dollars)
Vermont,121,128,141,151,159,164,170,177,3,Medicare/Physician & Clinical Services (Millions of Dollars)
Virginia,2420,2615,2804,2930,3071,3236,3355,3620,3,Medicare/Physician & Clinical Services (Millions of Dollars)
Washington,1938,2086,2302,2368,2467,2568,2708,2889,3,Medicare/Physician & Clinical Services (Millions of Dollars)
West Virginia,697,733,751,773,833,861,886,925,3,Medicare/Physician & Clinical Services (Millions of Dollars)
Wisconsin,1715,1809,1916,1918,2077,2207,2308,2533,3,Medicare/Physician & Clinical Services (Millions of Dollars)
Wyoming,120,127,136,144,154,160,164,173,3,Medicare/Physician & Clinical Services (Millions of Dollars)
Alabama,215,228,244,259,276,295,317,353,4,Medicare/Other Professional Services (Millions of Dollars)
Alaska,18,20,22,24,28,32,35,37,4,Medicare/Other Professional Services (Millions of Dollars)
Arizona,340,380,403,427,445,480,509,583,4,Medicare/Other Professional Services (Millions of Dollars)
Arkansas,123,133,144,151,157,176,189,204,4,Medicare/Other Professional Services (Millions of Dollars)
California,1698,1822,1935,2064,2229,2404,2479,2696,4,Medicare/Other Professional Services (Millions of Dollars)
Colorado,181,196,220,235,261,283,300,340,4,Medicare/Other Professional Services (Millions of Dollars)
Connecticut,186,203,207,218,238,255,266,278,4,Medicare/Other Professional Services (Millions of Dollars)
Delaware,47,51,57,61,69,75,80,89,4,Medicare/Other Professional Services (Millions of Dollars)
District of Columbia,14,15,16,18,20,23,25,26,4,Medicare/Other Professional Services (Millions of Dollars)
Florida,1381,1494,1587,1691,1769,1938,2009,2151,4,Medicare/Other Professional Services (Millions of Dollars)
Georgia,304,342,386,457,475,535,573,638,4,Medicare/Other Professional Services (Millions of Dollars)
Hawaii,51,55,60,65,71,76,82,84,4,Medicare/Other Professional Services (Millions of Dollars)
Idaho,60,64,68,76,81,88,94,104,4,Medicare/Other Professional Services (Millions of Dollars)
Illinois,479,520,579,616,673,721,773,844,4,Medicare/Other Professional Services (Millions of Dollars)
Indiana,212,232,255,289,313,342,370,388,4,Medicare/Other Professional Services (Millions of Dollars)
Iowa,124,132,143,153,166,181,191,205,4,Medicare/Other Professional Services (Millions of Dollars)
Kansas,120,128,138,146,156,168,177,185,4,Medicare/Other Professional Services (Millions of Dollars)
Kentucky,169,188,208,239,255,277,298,319,4,Medicare/Other Professional Services (Millions of Dollars)
Louisiana,187,198,210,220,231,265,279,297,4,Medicare/Other Professional Services (Millions of Dollars)
Maine,68,74,81,90,98,101,105,113,4,Medicare/Other Professional Services (Millions of Dollars)
Maryland,204,222,247,269,300,324,347,377,4,Medicare/Other Professional Services (Millions of Dollars)
Massachusetts,356,380,403,427,464,488,509,539,4,Medicare/Other Professional Services (Millions of Dollars)
Michigan,495,542,587,608,653,685,699,785,4,Medicare/Other Professional Services (Millions of Dollars)
Minnesota,194,207,224,242,257,265,271,304,4,Medicare/Other Professional Services (Millions of Dollars)
Mississippi,104,113,125,135,148,165,180,183,4,Medicare/Other Professional Services (Millions of Dollars)
Missouri,258,279,307,330,345,378,400,432,4,Medicare/Other Professional Services (Millions of Dollars)
Montana,38,41,44,48,53,58,62,70,4,Medicare/Other Professional Services (Millions of Dollars)
Nebraska,73,78,86,92,101,110,115,126,4,Medicare/Other Professional Services (Millions of Dollars)
Nevada,100,114,128,153,163,176,196,219,4,Medicare/Other Professional Services (Millions of Dollars)
New Hampshire,56,59,66,73,79,82,87,93,4,Medicare/Other Professional Services (Millions of Dollars)
New Jersey,482,515,548,574,599,619,662,729,4,Medicare/Other Professional Services (Millions of Dollars)
New Mexico,82,90,96,100,107,118,124,135,4,Medicare/Other Professional Services (Millions of Dollars)
New York,1242,1314,1342,1348,1432,1473,1521,1669,4,Medicare/Other Professional Services (Millions of Dollars)
North Carolina,378,411,453,505,561,631,679,740,4,Medicare/Other Professional Services (Millions of Dollars)
North Dakota,26,26,28,30,33,35,35,37,4,Medicare/Other Professional Services (Millions of Dollars)
Ohio,512,541,580,634,679,720,731,804,4,Medicare/Other Professional Services (Millions of Dollars)
Oklahoma,141,148,162,172,189,203,220,247,4,Medicare/Other Professional Services (Millions of Dollars)
Oregon,180,193,204,216,234,248,262,288,4,Medicare/Other Professional Services (Millions of Dollars)
Pennsylvania,776,798,833,872,925,975,1007,1133,4,Medicare/Other Professional Services (Millions of Dollars)
Rhode Island,60,62,67,69,75,76,78,86,4,Medicare/Other Professional Services (Millions of Dollars)
South Carolina,179,195,220,263,267,306,334,385,4,Medicare/Other Professional Services (Millions of Dollars)
South Dakota,31,35,37,38,41,44,46,50,4,Medicare/Other Professional Services (Millions of Dollars)
Tennessee,318,343,375,419,465,511,536,557,4,Medicare/Other Professional Services (Millions of Dollars)
Texas,884,955,1038,1150,1235,1407,1473,1629,4,Medicare/Other Professional Services (Millions of Dollars)
Utah,71,74,78,88,97,104,112,128,4,Medicare/Other Professional Services (Millions of Dollars)
Vermont,23,25,28,30,34,36,38,41,4,Medicare/Other Professional Services (Millions of Dollars)
Virginia,236,259,288,319,354,399,444,489,4,Medicare/Other Professional Services (Millions of Dollars)
Washington,265,289,320,345,376,403,425,470,4,Medicare/Other Professional Services (Millions of Dollars)
West Virginia,77,82,89,101,112,118,127,139,4,Medicare/Other Professional Services (Millions of Dollars)
Wisconsin,228,240,257,278,299,318,337,367,4,Medicare/Other Professional Services (Millions of Dollars)
Wyoming,20,23,25,26,28,31,34,37,4,Medicare/Other Professional Services (Millions of Dollars)
Alabama,2,4,7,11,7,6,7,16,5,Medicare/Dental Services (Millions of Dollars)
Alaska,0,0,0,0,0,0,0,0,5,Medicare/Dental Services (Millions of Dollars)
Arizona,9,11,14,19,20,24,24,34,5,Medicare/Dental Services (Millions of Dollars)
Arkansas,2,3,4,5,2,3,3,4,5,Medicare/Dental Services (Millions of Dollars)
California,31,38,46,50,57,63,61,99,5,Medicare/Dental Services (Millions of Dollars)
Colorado,5,4,6,5,5,4,5,9,5,Medicare/Dental Services (Millions of Dollars)
Connecticut,1,2,2,2,2,3,4,6,5,Medicare/Dental Services (Millions of Dollars)
Delaware,0,0,0,0,0,0,0,1,5,Medicare/Dental Services (Millions of Dollars)
District of Columbia,0,0,0,0,0,0,1,1,5,Medicare/Dental Services (Millions of Dollars)
Florida,43,61,81,96,71,92,94,141,5,Medicare/Dental Services (Millions of Dollars)
Georgia,4,7,10,22,13,12,14,26,5,Medicare/Dental Services (Millions of Dollars)
Hawaii,2,2,2,3,3,3,4,6,5,Medicare/Dental Services (Millions of Dollars)
Idaho,0,0,0,1,0,1,1,1,5,Medicare/Dental Services (Millions of Dollars)
Illinois,3,3,4,7,8,11,14,23,5,Medicare/Dental Services (Millions of Dollars)
Indiana,2,2,3,4,3,3,5,11,5,Medicare/Dental Services (Millions of Dollars)
Iowa,0,1,1,2,1,1,1,3,5,Medicare/Dental Services (Millions of Dollars)
Kansas,1,1,1,1,1,1,1,2,5,Medicare/Dental Services (Millions of Dollars)
Kentucky,1,1,1,3,2,2,3,8,5,Medicare/Dental Services (Millions of Dollars)
Louisiana,4,6,8,9,7,8,7,12,5,Medicare/Dental Services (Millions of Dollars)
Maine,1,1,1,0,1,1,1,3,5,Medicare/Dental Services (Millions of Dollars)
Maryland,2,2,2,3,2,2,3,5,5,Medicare/Dental Services (Millions of Dollars)
Massachusetts,2,2,3,3,3,4,4,8,5,Medicare/Dental Services (Millions of Dollars)
Michigan,7,12,10,11,7,8,9,25,5,Medicare/Dental Services (Millions of Dollars)
Minnesota,3,3,3,5,4,4,4,9,5,Medicare/Dental Services (Millions of Dollars)
Mississippi,1,1,1,3,2,2,2,3,5,Medicare/Dental Services (Millions of Dollars)
Missouri,4,5,7,11,6,10,10,14,5,Medicare/Dental Services (Millions of Dollars)
Montana,0,0,0,0,0,4,2,0,5,Medicare/Dental Services (Millions of Dollars)
Nebraska,0,0,0,1,1,1,1,2,5,Medicare/Dental Services (Millions of Dollars)
Nevada,1,3,4,5,5,6,5,6,5,Medicare/Dental Services (Millions of Dollars)
New Hampshire,0,0,0,0,0,0,0,1,5,Medicare/Dental Services (Millions of Dollars)
New Jersey,4,5,7,7,6,5,6,13,5,Medicare/Dental Services (Millions of Dollars)
New Mexico,1,2,2,3,3,4,4,8,5,Medicare/Dental Services (Millions of Dollars)
New York,31,28,35,42,45,50,54,77,5,Medicare/Dental Services (Millions of Dollars)
North Carolina,4,4,5,7,7,7,9,22,5,Medicare/Dental Services (Millions of Dollars)
North Dakota,0,0,0,0,0,0,0,0,5,Medicare/Dental Services (Millions of Dollars)
Ohio,6,7,9,12,8,10,15,31,5,Medicare/Dental Services (Millions of Dollars)
Oklahoma,1,1,1,2,2,2,2,3,5,Medicare/Dental Services (Millions of Dollars)
Oregon,2,1,2,2,2,3,3,7,5,Medicare/Dental Services (Millions of Dollars)
Pennsylvania,15,17,19,17,15,17,20,40,5,Medicare/Dental Services (Millions of Dollars)
Rhode Island,1,1,1,1,1,1,1,2,5,Medicare/Dental Services (Millions of Dollars)
South Carolina,3,4,7,13,7,3,5,10,5,Medicare/Dental Services (Millions of Dollars)
South Dakota,0,0,0,0,0,0,0,1,5,Medicare/Dental Services (Millions of Dollars)
Tennessee,8,7,11,21,10,14,15,23,5,Medicare/Dental Services (Millions of Dollars)
Texas,19,29,29,44,45,44,60,101,5,Medicare/Dental Services (Millions of Dollars)
Utah,3,2,2,3,3,3,3,6,5,Medicare/Dental Services (Millions of Dollars)
Vermont,0,0,0,0,0,0,0,0,5,Medicare/Dental Services (Millions of Dollars)
Virginia,4,2,2,4,4,4,4,8,5,Medicare/Dental Services (Millions of Dollars)
Washington,4,5,7,11,9,8,8,15,5,Medicare/Dental Services (Millions of Dollars)
West Virginia,1,0,1,2,1,1,1,4,5,Medicare/Dental Services (Millions of Dollars)
Wisconsin,3,3,4,5,6,6,9,15,5,Medicare/Dental Services (Millions of Dollars)
Wyoming,0,0,0,0,0,0,0,0,5,Medicare/Dental Services (Millions of Dollars)
Alabama,717,720,728,715,729,772,811,836,6,Medicare/Home Health Care (Millions of Dollars)
Alaska,15,15,15,17,18,19,20,21,6,Medicare/Home Health Care (Millions of Dollars)
Arizona,605,633,677,642,638,653,692,767,6,Medicare/Home Health Care (Millions of Dollars)
Arkansas,231,239,251,251,278,300,310,319,6,Medicare/Home Health Care (Millions of Dollars)
California,2675,2831,3232,3391,3667,3908,4326,4746,6,Medicare/Home Health Care (Millions of Dollars)
Colorado,367,382,412,404,411,443,478,494,6,Medicare/Home Health Care (Millions of Dollars)
Connecticut,367,366,373,386,400,443,471,502,6,Medicare/Home Health Care (Millions of Dollars)
Delaware,115,118,114,101,108,110,120,131,6,Medicare/Home Health Care (Millions of Dollars)
District of Columbia,44,45,47,47,46,44,44,48,6,Medicare/Home Health Care (Millions of Dollars)
Florida,3602,3649,3671,3694,3625,3656,3556,3518,6,Medicare/Home Health Care (Millions of Dollars)
Georgia,892,946,1034,1012,999,1073,1089,1112,6,Medicare/Home Health Care (Millions of Dollars)
Hawaii,50,60,62,72,77,90,101,113,6,Medicare/Home Health Care (Millions of Dollars)
Idaho,122,129,147,155,164,176,190,206,6,Medicare/Home Health Care (Millions of Dollars)
Illinois,1541,1519,1508,1520,1497,1511,1448,1424,6,Medicare/Home Health Care (Millions of Dollars)
Indiana,505,518,529,538,574,616,650,671,6,Medicare/Home Health Care (Millions of Dollars)
Iowa,204,210,227,223,214,223,237,249,6,Medicare/Home Health Care (Millions of Dollars)
Kansas,210,210,223,221,238,253,274,291,6,Medicare/Home Health Care (Millions of Dollars)
Kentucky,398,400,407,422,419,426,455,474,6,Medicare/Home Health Care (Millions of Dollars)
Louisiana,856,843,836,799,772,763,747,735,6,Medicare/Home Health Care (Millions of Dollars)
Maine,128,127,132,131,137,152,169,179,6,Medicare/Home Health Care (Millions of Dollars)
Maryland,375,388,411,425,440,482,538,582,6,Medicare/Home Health Care (Millions of Dollars)
Massachusetts,767,803,837,844,860,927,985,1032,6,Medicare/Home Health Care (Millions of Dollars)
