State_Name,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Code,Item
New Mexico,8273,8476,8545,8581,8709,8873,9087,9302,1,Medicare/Personal Health Care ($)
New York,11695,11958,11954,11952,12110,12288,12381,12578,1,Medicare/Personal Health Care ($)
North Carolina,9914,10124,10120,10210,10291,10481,10603,10839,1,Medicare/Personal Health Care ($)
North Dakota,7965,8608,8900,9082,9451,9698,9972,10342,1,Medicare/Personal Health Care ($)
Ohio,10490,10775,10721,10878,11000,11021,11132,11460,1,Medicare/Personal Health Care ($)
Oklahoma,10238,10285,10192,10185,10460,10717,10964,11435,1,Medicare/Personal Health Care ($)
Oregon,8316,8504,8567,8644,8904,9156,9372,9659,1,Medicare/Personal Health Care ($)
Pennsylvania,10712,10966,10893,10987,11203,11412,11422,11706,1,Medicare/Personal Health Care ($)
Rhode Island,10320,10332,10305,10519,10861,10894,10913,10856,1,Medicare/Personal Health Care ($)
South Carolina,9837,9986,10026,10114,10278,10397,10510,10862,1,Medicare/Personal Health Care ($)
South Dakota,8151,8645,8736,8925,9268,9573,9818,10064,1,Medicare/Personal Health Care ($)
Tennessee,10130,10250,10224,10144,10334,10579,10722,11113,1,Medicare/Personal Health Care ($)
Texas,11663,11814,11779,11745,11919,12118,12178,12362,1,Medicare/Personal Health Care ($)
Utah,8425,8638,8730,8824,9055,9221,9311,9802,1,Medicare/Personal Health Care ($)
Vermont,8750,8837,8943,9047,9195,9497,9662,9829,1,Medicare/Personal Health Care ($)
Virginia,8890,9200,9287,9453,9615,9764,9906,10162,1,Medicare/Personal Health Care ($)
Washington,8448,8631,8803,8875,8992,9172,9347,9606,1,Medicare/Personal Health Care ($)
West Virginia,9422,9716,9796,9972,10233,10366,10651,10980,1,Medicare/Personal Health Care ($)
Wisconsin,8898,9106,9200,9286,9571,9775,9881,10204,1,Medicare/Personal Health Care ($)
Wyoming,8444,8717,8826,8839,9096,9545,9712,9870,1,Medicare/Personal Health Care ($)
Alabama,4035,4031,4090,4131,4157,4143,4213,4246,2,Medicare/Hospital Care ($)
Alaska,5095,5313,5293,5581,5645,5564,6070,6259,2,Medicare/Hospital Care ($)
Arizona,4249,4287,4231,4226,4172,4170,4241,4428,2,Medicare/Hospital Care ($)
Arkansas,4349,4427,4493,4446,4466,4535,4668,4841,2,Medicare/Hospital Care ($)
California,4812,4854,4878,4920,4807,4970,5066,5115,2,Medicare/Hospital Care ($)
Colorado,3865,3859,3865,3829,3877,3864,3981,4180,2,Medicare/Hospital Care ($)
Connecticut,4849,4950,4982,5192,5268,5259,5311,5438,2,Medicare/Hospital Care ($)
Delaware,4789,4882,4800,5035,5177,5218,5394,5383,2,Medicare/Hospital Care ($)
District of Columbia,5878,5885,5884,5908,5780,5951,6194,6243,2,Medicare/Hospital Care ($)
Florida,4574,4531,4639,4552,4579,4530,4608,4710,2,Medicare/Hospital Care ($)
Georgia,4424,4331,4313,4326,4271,4254,4393,4491,2,Medicare/Hospital Care ($)
Hawaii,3469,3620,3643,3501,3526,3644,3705,3806,2,Medicare/Hospital Care ($)
Idaho,3690,3900,4012,4097,4234,4182,4291,4434,2,Medicare/Hospital Care ($)
Illinois,5034,5102,5104,5095,5048,4998,5141,5254,2,Medicare/Hospital Care ($)
Indiana,4610,4705,4797,4844,4862,4866,4957,5049,2,Medicare/Hospital Care ($)
Iowa,4473,4608,4721,4841,4831,4920,4917,5131,2,Medicare/Hospital Care ($)
Kansas,4778,4862,4893,4958,5010,4998,4979,5177,2,Medicare/Hospital Care ($)
Kentucky,4767,4858,4878,4823,4773,4737,4840,5023,2,Medicare/Hospital Care ($)
Louisiana,5535,5535,5481,5446,5387,5251,5337,5464,2,Medicare/Hospital Care ($)
Maine,4399,4554,4518,4598,4617,4647,4748,4865,2,Medicare/Hospital Care ($)
Maryland,6042,6313,6170,6235,6213,6253,6250,6385,2,Medicare/Hospital Care ($)
Massachusetts,5556,5600,5805,5761,5819,5881,6013,6016,2,Medicare/Hospital Care ($)
Michigan,5181,5149,5135,5143,5122,5082,5158,5241,2,Medicare/Hospital Care ($)
Minnesota,4698,4809,4890,5077,5282,5514,5603,5925,2,Medicare/Hospital Care ($)
Mississippi,5178,5170,5242,5186,5202,5212,5290,5412,2,Medicare/Hospital Care ($)
Missouri,4647,4659,4737,4759,4834,4857,4948,5058,2,Medicare/Hospital Care ($)
Montana,4157,4233,4335,4546,4561,4581,4685,4968,2,Medicare/Hospital Care ($)
Nebraska,4888,4906,4982,5106,5094,5216,5265,5441,2,Medicare/Hospital Care ($)
Nevada,4448,4508,4561,4541,4668,4855,4974,5031,2,Medicare/Hospital Care ($)
New Hampshire,4492,4787,4831,4961,4934,5042,5252,5362,2,Medicare/Hospital Care ($)
New Jersey,5211,5159,5110,5111,5243,5365,5538,5467,2,Medicare/Hospital Care ($)
New Mexico,3732,3729,3788,3813,3893,3872,4056,4138,2,Medicare/Hospital Care ($)
New York,5497,5446,5405,5336,5263,5249,5324,5402,2,Medicare/Hospital Care ($)
North Carolina,4448,4479,4483,4490,4423,4426,4479,4581,2,Medicare/Hospital Care ($)
North Dakota,4675,5225,5514,5734,5955,6078,6285,6554,2,Medicare/Hospital Care ($)
Ohio,4818,4855,4802,4855,4797,4719,4881,4981,2,Medicare/Hospital Care ($)
Oklahoma,4749,4809,4835,4856,4948,5050,5187,5422,2,Medicare/Hospital Care ($)
Oregon,3676,3741,3757,3857,3901,3947,4073,4252,2,Medicare/Hospital Care ($)
Pennsylvania,4894,4918,4835,4881,4882,4935,4930,5028,2,Medicare/Hospital Care ($)
Rhode Island,4607,4491,4494,4760,4684,4779,4926,4752,2,Medicare/Hospital Care ($)
South Carolina,4434,4417,4386,4375,4359,4389,4491,4585,2,Medicare/Hospital Care ($)
South Dakota,4559,4895,5056,5342,5577,5761,6029,6185,2,Medicare/Hospital Care ($)
Tennessee,4145,4161,4218,4142,4138,4136,4206,4344,2,Medicare/Hospital Care ($)
Texas,4934,4979,5004,4944,4963,4971,5025,5056,2,Medicare/Hospital Care ($)
Utah,3349,3413,3443,3588,3667,3722,3779,4025,2,Medicare/Hospital Care ($)
Vermont,5031,5035,5117,5171,5140,5239,5379,5464,2,Medicare/Hospital Care ($)
Virginia,4041,4140,4196,4289,4352,4359,4466,4563,2,Medicare/Hospital Care ($)
Washington,4004,4040,4139,4224,4228,4274,4386,4521,2,Medicare/Hospital Care ($)
West Virginia,4696,4822,4865,5016,5022,5003,5186,5402,2,Medicare/Hospital Care ($)
Wisconsin,4388,4424,4478,4551,4578,4609,4662,4788,2,Medicare/Hospital Care ($)
Wyoming,4793,4904,4985,5022,5086,5435,5575,5662,2,Medicare/Hospital Care ($)
Alabama,2547,2586,2602,2605,2667,2760,2787,2965,3,Medicare/Physician & Clinical Services ($)
Alaska,1562,1620,1663,1697,1756,1787,1789,1863,3,Medicare/Physician & Clinical Services ($)
Arizona,2707,2852,2905,2960,2989,3044,3055,3179,3,Medicare/Physician & Clinical Services ($)
Arkansas,1934,1984,2023,2061,2102,2167,2216,2364,3,Medicare/Physician & Clinical Services ($)
California,3152,3264,3320,3363,3431,3505,3533,3538,3,Medicare/Physician & Clinical Services ($)
Colorado,2263,2292,2390,2376,2458,2520,2523,2630,3,Medicare/Physician & Clinical Services ($)
Connecticut,2532,2587,2566,2561,2589,2590,2599,2689,3,Medicare/Physician & Clinical Services ($)
Delaware,2351,2409,2457,2500,2617,2659,2652,2706,3,Medicare/Physician & Clinical Services ($)
District of Columbia,2467,2545,2572,2617,2643,2664,2639,2717,3,Medicare/Physician & Clinical Services ($)
Florida,3636,3780,3770,3702,3690,3862,3790,3841,3,Medicare/Physician & Clinical Services ($)
Georgia,2517,2622,2687,2668,2724,2766,2833,3025,3,Medicare/Physician & Clinical Services ($)
Hawaii,2306,2336,2467,2528,2588,2647,2697,2553,3,Medicare/Physician & Clinical Services ($)
Idaho,1713,1728,1746,1714,1775,1826,1838,1875,3,Medicare/Physician & Clinical Services ($)
Illinois,2284,2345,2389,2395,2450,2527,2560,2684,3,Medicare/Physician & Clinical Services ($)
Indiana,2139,2192,2188,2205,2236,2280,2326,2453,3,Medicare/Physician & Clinical Services ($)
Iowa,1617,1674,1706,1707,1763,1804,1830,1965,3,Medicare/Physician & Clinical Services ($)
Kansas,2022,2069,2087,2069,2108,2118,2148,2267,3,Medicare/Physician & Clinical Services ($)
Kentucky,1934,1982,1973,2030,2069,2111,2179,2353,3,Medicare/Physician & Clinical Services ($)
Louisiana,2566,2632,2620,2534,2570,2695,2754,2849,3,Medicare/Physician & Clinical Services ($)
Maine,1416,1549,1589,1635,1748,1782,1843,1994,3,Medicare/Physician & Clinical Services ($)
Maryland,2529,2619,2658,2660,2703,2727,2735,2853,3,Medicare/Physician & Clinical Services ($)
Massachusetts,2165,2180,2236,2227,2327,2385,2383,2454,3,Medicare/Physician & Clinical Services ($)
Michigan,2459,2504,2558,2550,2595,2629,2625,2711,3,Medicare/Physician & Clinical Services ($)
Minnesota,1720,1709,1756,1754,1795,1770,1714,1846,3,Medicare/Physician & Clinical Services ($)
Mississippi,2180,2213,2240,2225,2266,2308,2352,2509,3,Medicare/Physician & Clinical Services ($)
Missouri,2139,2191,2252,2269,2266,2303,2358,2522,3,Medicare/Physician & Clinical Services ($)
Montana,1404,1421,1446,1439,1480,1444,1568,1735,3,Medicare/Physician & Clinical Services ($)
Nebraska,1803,1857,1879,1871,1891,1914,1922,2030,3,Medicare/Physician & Clinical Services ($)
Nevada,2688,2774,2782,3053,3065,3110,3079,3219,3,Medicare/Physician & Clinical Services ($)
New Hampshire,1441,1482,1492,1497,1514,1530,1572,1670,3,Medicare/Physician & Clinical Services ($)
New Jersey,3151,3262,3245,3251,3266,3253,3279,3373,3,Medicare/Physician & Clinical Services ($)
New Mexico,1978,2102,2131,2099,2083,2129,2143,2210,3,Medicare/Physician & Clinical Services ($)
New York,2929,3058,3036,3015,3045,3048,3039,3082,3,Medicare/Physician & Clinical Services ($)
North Carolina,2347,2413,2435,2447,2490,2544,2583,2683,3,Medicare/Physician & Clinical Services ($)
North Dakota,1288,1331,1351,1327,1356,1372,1353,1433,3,Medicare/Physician & Clinical Services ($)
Ohio,2383,2445,2396,2428,2500,2562,2530,2692,3,Medicare/Physician & Clinical Services ($)
Oklahoma,2027,2022,2003,1985,2049,2095,2178,2279,3,Medicare/Physician & Clinical Services ($)
Oregon,2238,2310,2334,2289,2375,2437,2483,2556,3,Medicare/Physician & Clinical Services ($)
Pennsylvania,2530,2583,2624,2643,2709,2745,2829,2932,3,Medicare/Physician & Clinical Services ($)
Rhode Island,2254,2281,2313,2223,2493,2329,2297,2507,3,Medicare/Physician & Clinical Services ($)
South Carolina,2368,2452,2494,2523,2533,2563,2591,2740,3,Medicare/Physician & Clinical Services ($)
South Dakota,1436,1505,1499,1414,1400,1400,1363,1399,3,Medicare/Physician & Clinical Services ($)
Tennessee,2429,2491,2477,2501,2605,2684,2741,2949,3,Medicare/Physician & Clinical Services ($)
Texas,2786,2852,2883,2888,2940,3029,3064,3178,3,Medicare/Physician & Clinical Services ($)
Utah,2108,2191,2220,2192,2205,2235,2239,2431,3,Medicare/Physician & Clinical Services ($)
Vermont,1089,1119,1180,1223,1241,1247,1260,1273,3,Medicare/Physician & Clinical Services ($)
Virginia,2122,2229,2286,2309,2343,2398,2415,2537,3,Medicare/Physician & Clinical Services ($)
Washington,1993,2076,2180,2152,2152,2155,2192,2266,3,Medicare/Physician & Clinical Services ($)
West Virginia,1825,1900,1894,1912,2027,2068,2099,2163,3,Medicare/Physician & Clinical Services ($)
Wisconsin,1883,1943,1983,1929,2030,2102,2138,2283,3,Medicare/Physician & Clinical Services ($)
Wyoming,1497,1553,1592,1622,1675,1683,1673,1699,3,Medicare/Physician & Clinical Services ($)
Alabama,254,264,272,281,291,304,321,351,4,Medicare/Other Professional Services ($)
Alaska,272,293,303,314,348,385,396,408,4,Medicare/Other Professional Services ($)
Arizona,366,395,399,406,406,421,432,476,4,Medicare/Other Professional Services ($)
Arkansas,231,245,257,265,270,296,311,331,4,Medicare/Other Professional Services ($)
California,357,372,379,390,407,426,426,452,4,Medicare/Other Professional Services ($)
Colorado,289,302,319,326,345,361,368,405,4,Medicare/Other Professional Services ($)
Connecticut,328,352,347,358,384,405,415,425,4,Medicare/Other Professional Services ($)
Delaware,313,333,352,363,392,415,427,460,4,Medicare/Other Professional Services ($)
District of Columbia,180,189,197,213,234,260,281,290,4,Medicare/Other Professional Services ($)
Florida,409,430,438,450,454,480,483,502,4,Medicare/Other Professional Services ($)
Georgia,246,267,285,324,323,352,364,394,4,Medicare/Other Professional Services ($)
Hawaii,248,258,273,282,301,311,326,324,4,Medicare/Other Professional Services ($)
Idaho,263,270,274,290,298,310,318,340,4,Medicare/Other Professional Services ($)
Illinois,261,278,299,311,332,349,366,393,4,Medicare/Other Professional Services ($)
Indiana,211,226,239,264,278,298,314,322,4,Medicare/Other Professional Services ($)
Iowa,240,253,267,280,296,316,326,343,4,Medicare/Other Professional Services ($)
Kansas,278,291,305,313,328,345,355,362,4,Medicare/Other Professional Services ($)
Kentucky,222,242,259,289,302,321,338,357,4,Medicare/Other Professional Services ($)
Louisiana,273,281,288,293,299,334,345,359,4,Medicare/Other Professional Services ($)
Maine,258,273,286,308,326,330,335,352,4,Medicare/Other Professional Services ($)
Maryland,260,275,293,307,331,349,362,384,4,Medicare/Other Professional Services ($)
Massachusetts,335,350,358,369,390,401,409,423,4,Medicare/Other Professional Services ($)
Michigan,300,321,335,337,352,362,361,397,4,Medicare/Other Professional Services ($)
Minnesota,247,257,268,281,290,290,288,314,4,Medicare/Other Professional Services ($)
Mississippi,210,224,238,252,269,295,316,316,4,Medicare/Other Professional Services ($)
Missouri,257,273,290,304,310,332,345,366,4,Medicare/Other Professional Services ($)
Montana,224,234,245,257,270,286,297,326,4,Medicare/Other Professional Services ($)
Nebraska,261,275,294,307,329,351,356,383,4,Medicare/Other Professional Services ($)
Nevada,281,306,326,370,376,386,416,446,4,Medicare/Other Professional Services ($)
New Hampshire,249,260,275,292,304,310,318,330,4,Medicare/Other Professional Services ($)
New Jersey,363,381,392,401,410,416,434,470,4,Medicare/Other Professional Services ($)
New Mexico,261,279,284,288,297,315,323,340,4,Medicare/Other Professional Services ($)
New York,416,432,428,420,437,441,446,480,4,Medicare/Other Professional Services ($)
North Carolina,254,268,282,303,326,356,373,395,4,Medicare/Other Professional Services ($)
North Dakota,235,239,249,261,283,296,291,296,4,Medicare/Other Professional Services ($)
Ohio,270,280,289,309,322,334,332,358,4,Medicare/Other Professional Services ($)
Oklahoma,234,241,256,264,284,300,317,349,4,Medicare/Other Professional Services ($)
Oregon,290,302,304,309,321,328,334,357,4,Medicare/Other Professional Services ($)
Pennsylvania,340,345,349,358,372,385,390,431,4,Medicare/Other Professional Services ($)
Rhode Island,326,336,351,355,378,374,376,409,4,Medicare/Other Professional Services ($)
South Carolina,232,244,262,300,294,324,343,383,4,Medicare/Other Professional Services ($)
South Dakota,229,252,257,259,270,280,283,304,4,Medicare/Other Professional Services ($)
Tennessee,301,316,331,358,386,414,424,431,4,Medicare/Other Professional Services ($)
Texas,294,308,319,339,351,387,392,420,4,Medicare/Other Professional Services ($)
Utah,252,255,254,274,290,301,311,346,4,Medicare/Other Professional Services ($)
Vermont,204,216,230,246,265,274,279,296,4,Medicare/Other Professional Services ($)
Virginia,207,221,235,252,270,296,320,343,4,Medicare/Other Professional Services ($)
Washington,273,288,303,313,328,339,344,368,4,Medicare/Other Professional Services ($)
West Virginia,201,213,226,250,272,284,300,325,4,Medicare/Other Professional Services ($)
Wisconsin,250,257,266,279,292,302,312,331,4,Medicare/Other Professional Services ($)
Wyoming,253,275,293,292,301,322,343,367,4,Medicare/Other Professional Services ($)
Alabama,3,5,7,12,8,6,7,16,5,Medicare/Dental Services ($)
Alaska,0,0,0,1,1,1,1,1,5,Medicare/Dental Services ($)
Arizona,10,11,14,18,18,21,20,28,5,Medicare/Dental Services ($)
Arkansas,4,5,8,9,4,4,5,7,5,Medicare/Dental Services ($)
California,7,8,9,9,10,11,10,17,5,Medicare/Dental Services ($)
Colorado,7,7,8,7,6,5,6,11,5,Medicare/Dental Services ($)
Connecticut,2,3,3,3,4,4,6,9,5,Medicare/Dental Services ($)
Delaware,1,1,1,2,1,1,2,5,5,Medicare/Dental Services ($)
District of Columbia,3,4,3,5,4,6,8,16,5,Medicare/Dental Services ($)
Florida,13,17,22,26,18,23,23,33,5,Medicare/Dental Services ($)
Georgia,3,6,8,16,9,8,9,16,5,Medicare/Dental Services ($)
Hawaii,9,8,9,14,13,12,16,25,5,Medicare/Dental Services ($)
Idaho,2,2,2,3,2,3,3,5,5,Medicare/Dental Services ($)
Illinois,2,2,2,3,4,5,7,11,5,Medicare/Dental Services ($)
Indiana,2,2,3,4,3,2,4,9,5,Medicare/Dental Services ($)
Iowa,1,1,2,3,2,2,2,5,5,Medicare/Dental Services ($)
Kansas,1,2,1,2,2,3,2,4,5,Medicare/Dental Services ($)
Kentucky,2,1,2,4,3,3,3,9,5,Medicare/Dental Services ($)
Louisiana,6,9,12,12,9,10,9,15,5,Medicare/Dental Services ($)
Maine,3,3,4,2,2,4,4,9,5,Medicare/Dental Services ($)
Maryland,3,3,2,3,2,2,3,5,5,Medicare/Dental Services ($)
Massachusetts,2,2,3,2,3,3,3,6,5,Medicare/Dental Services ($)
Michigan,4,7,6,6,4,4,5,13,5,Medicare/Dental Services ($)
Minnesota,3,3,3,6,4,4,4,9,5,Medicare/Dental Services ($)
Mississippi,3,1,2,6,3,4,4,5,5,Medicare/Dental Services ($)
Missouri,4,5,6,10,6,9,9,12,5,Medicare/Dental Services ($)
Montana,1,2,2,2,2,20,12,2,5,Medicare/Dental Services ($)
Nebraska,1,1,2,3,2,3,3,5,5,Medicare/Dental Services ($)
Nevada,2,7,11,12,11,12,11,13,5,Medicare/Dental Services ($)
New Hampshire,1,1,1,1,1,1,2,4,5,Medicare/Dental Services ($)
New Jersey,3,4,5,5,4,4,4,9,5,Medicare/Dental Services ($)
New Mexico,2,5,6,9,8,10,10,20,5,Medicare/Dental Services ($)
New York,11,9,11,13,14,15,16,22,5,Medicare/Dental Services ($)
North Carolina,3,2,3,4,4,4,5,12,5,Medicare/Dental Services ($)
North Dakota,1,1,1,2,2,2,2,3,5,Medicare/Dental Services ($)
Ohio,3,3,5,6,4,5,7,14,5,Medicare/Dental Services ($)
Oklahoma,1,2,2,3,3,3,3,4,5,Medicare/Dental Services ($)
Oregon,4,2,3,2,3,4,3,8,5,Medicare/Dental Services ($)
Pennsylvania,6,8,8,7,6,7,8,15,5,Medicare/Dental Services ($)
Rhode Island,4,5,4,4,4,4,3,10,5,Medicare/Dental Services ($)
South Carolina,4,5,9,15,7,3,5,10,5,Medicare/Dental Services ($)
South Dakota,1,1,1,3,2,2,2,4,5,Medicare/Dental Services ($)
Tennessee,8,7,10,18,9,11,12,18,5,Medicare/Dental Services ($)
Texas,6,9,9,13,13,12,16,26,5,Medicare/Dental Services ($)
Utah,9,6,7,8,8,8,9,15,5,Medicare/Dental Services ($)
Vermont,0,1,1,1,1,1,1,2,5,Medicare/Dental Services ($)
Virginia,3,2,2,3,3,3,3,6,5,Medicare/Dental Services ($)
Washington,4,5,7,10,8,6,6,12,5,Medicare/Dental Services ($)
West Virginia,1,1,2,4,2,1,1,9,5,Medicare/Dental Services ($)
Wisconsin,3,4,4,5,6,5,8,14,5,Medicare/Dental Services ($)
Wyoming,1,1,1,1,1,1,1,2,5,Medicare/Dental Services ($)
Alabama,849,834,812,776,770,797,821,831,6,Medicare/Home Health Care ($)
Alaska,222,218,211,220,224,226,232,231,6,Medicare/Home Health Care ($)
Arizona,651,658,671,611,582,573,587,627,6,Medicare/Home Health Care ($)
Arkansas,435,441,449,438,476,505,512,517,6,Medicare/Home Health Care ($)
California,562,578,632,641,670,692,744,795,6,Medicare/Home Health Care ($)
Colorado,587,588,598,560,544,564,585,588,6,Medicare/Home Health Care ($)
Connecticut,647,634,627,635,646,704,734,768,6,Medicare/Home Health Care ($)
Delaware,773,765,707,602,618,611,641,677,6,Medicare/Home Health Care ($)
District of Columbia,557,565,573,559,530,502,488,527,6,Medicare/Home Health Care ($)
Florida,1067,1051,1014,983,930,905,854,820,6,Medicare/Home Health Care ($)
Georgia,722,739,766,717,680,705,692,686,6,Medicare/Home Health Care ($)
Hawaii,243,280,281,314,326,370,401,436,6,Medicare/Home Health Care ($)
Idaho,531,542,588,594,604,624,648,672,6,Medicare/Home Health Care ($)
Illinois,838,811,779,767,739,732,686,663,6,Medicare/Home Health Care ($)
Indiana,502,505,497,492,510,535,552,557,6,Medicare/Home Health Care ($)
Iowa,394,401,422,407,383,391,406,416,6,Medicare/Home Health Care ($)
Kansas,486,478,491,476,500,519,550,571,6,Medicare/Home Health Care ($)
Kentucky,524,515,506,511,496,494,517,529,6,Medicare/Home Health Care ($)
Louisiana,1247,1200,1146,1064,999,963,922,887,6,Medicare/Home Health Care ($)
Maine,484,469,467,451,457,497,537,556,6,Medicare/Home Health Care ($)
Maryland,478,480,486,485,486,518,562,592,6,Medicare/Home Health Care ($)
Massachusetts,722,740,743,729,723,762,790,810,6,Medicare/Home Health Care ($)
Michigan,784,742,703,692,674,679,667,663,6,Medicare/Home Health Care ($)
Minnesota,362,370,399,410,441,481,507,527,6,Medicare/Home Health Care ($)
Mississippi,1021,1011,983,921,895,891,852,860,6,Medicare/Home Health Care ($)
Missouri,526,535,547,529,516,522,525,535,6,Medicare/Home Health Care ($)
Montana,311,307,317,285,281,314,294,292,6,Medicare/Home Health Care ($)
Nebraska,342,368,394,393,401,435,439,446,6,Medicare/Home Health Care ($)
Nevada,765,815,841,796,705,702,751,750,6,Medicare/Home Health Care ($)
New Hampshire,570,560,584,573,574,596,607,636,6,Medicare/Home Health Care ($)
New Jersey,518,504,492,494,503,519,529,533,6,Medicare/Home Health Care ($)
New Mexico,581,582,593,594,583,593,592,616,6,Medicare/Home Health Care ($)
New York,408,408,424,421,425,434,437,433,6,Medicare/Home Health Care ($)
North Carolina,547,543,543,527,521,553,572,580,6,Medicare/Home Health Care ($)
North Dakota,130,133,142,146,146,150,159,166,6,Medicare/Home Health Care ($)
Ohio,605,635,659,650,664,673,689,710,6,Medicare/Home Health Care ($)
Oklahoma,1217,1128,1056,1007,982,982,985,1012,6,Medicare/Home Health Care ($)
Oregon,433,442,467,454,465,486,519,521,6,Medicare/Home Health Care ($)
Pennsylvania,548,564,582,560,569,588,603,614,6,Medicare/Home Health Care ($)
Rhode Island,695,694,703,702,698,768,783,770,6,Medicare/Home Health Care ($)
South Carolina,647,651,673,665,652,647,626,642,6,Medicare/Home Health Care ($)
South Dakota,211,214,218,216,215,223,235,239,6,Medicare/Home Health Care ($)
Tennessee,783,738,714,648,600,614,613,617,6,Medicare/Home Health Care ($)
Texas,1373,1286,1217,1154,1116,1108,1074,1021,6,Medicare/Home Health Care ($)
Utah,854,840,884,849,854,825,850,870,6,Medicare/Home Health Care ($)
Vermont,483,474,492,480,484,535,567,608,6,Medicare/Home Health Care ($)
Virginia,519,522,531,530,522,535,557,578,6,Medicare/Home Health Care ($)
Washington,398,402,411,401,402,432,458,469,6,Medicare/Home Health Care ($)
West Virginia,465,479,502,480,485,494,528,569,6,Medicare/Home Health Care ($)
Wisconsin,407,421,433,432,452,472,496,506,6,Medicare/Home Health Care ($)
Wyoming,258,276,276,266,253,245,246,266,6,Medicare/Home Health Care ($)
Alabama,1297,1357,1407,1478,1587,1690,1712,1760,7,Medicare/Prescription Drugs and Other Non-durable Medical Products ($)
Alaska,1034,1008,951,930,1021,1018,973,929,7,Medicare/Prescription Drugs and Other Non-durable Medical Products ($)
Arizona,987,1028,1081,1142,1295,1400,1433,1466,7,Medicare/Prescription Drugs and Other Non-durable Medical Products ($)
Arkansas,1207,1231,1235,1268,1345,1385,1397,1426,7,Medicare/Prescription Drugs and Other Non-durable Medical Products ($)
California,1318,1354,1358,1396,1526,1624,1656,1665,7,Medicare/Prescription Drugs and Other Non-durable Medical Products ($)
Colorado,1002,1020,1020,1033,1220,1327,1328,1370,7,Medicare/Prescription Drugs and Other Non-durable Medical Products ($)
Connecticut,1311,1399,1449,1543,1710,1874,1909,1975,7,Medicare/Prescription Drugs and Other Non-durable Medical Products ($)
Delaware,1284,1388,1442,1546,1691,1762,1773,1742,7,Medicare/Prescription Drugs and Other Non-durable Medical Products ($)
District of Columbia,1172,1237,1270,1342,1580,1790,1782,1825,7,Medicare/Prescription Drugs and Other Non-durable Medical Products ($)
Florida,1303,1373,1423,1490,1627,1726,1713,1719,7,Medicare/Prescription Drugs and Other Non-durable Medical Products ($)
